08.01.2013 12:24:16	08.01.2013 13:01:13	177356779,580078	0	4,55275110899674	4,46669963000022	-2,76020007663303
08.01.2013 13:01:13	08.01.2013 14:01:24	278893560,169922	0	7,28554339709808	7,14831167460216	-2,53039169311523
08.01.2013 14:01:24	08.01.2013 15:02:34	277714669,699951	0	7,26894521710346	7,12758913639846	-2,64497502644857
08.01.2013 15:02:34	08.01.2013 16:03:51	272665008,900146	0	7,08572310210002	6,94786950940033	-2,42569992759011
08.01.2013 16:03:51	08.01.2013 17:00:04	247566387,060059	0	6,40271835029853	6,28293779490195	-2,49710830052694
08.01.2013 17:00:04	08.01.2013 18:01:31	280471354,719971	0	7,18741457170108	7,05145084859396	-2,63345829645793
08.01.2013 18:01:31	08.01.2013 19:02:48	277045965,199951	0	7,13544967769849	7,00390970710578	-2,7890084584554
08.01.2013 19:02:48	08.01.2013 20:04:05	285916671,159912	0	7,34018504620326	7,20342427489959	-3,07654536854137
08.01.2013 20:04:05	08.01.2013 21:00:07	265436008,570068	0	6,86788654320117	6,73916536569595	-3,3363250096639
08.01.2013 21:00:07	08.01.2013 22:01:23	258614718,909912	0	6,78168007729982	6,64913445710408	-3,40290832519531
08.01.2013 22:01:23	08.01.2013 23:02:40	272499084,47998	0	6,99752551319398	6,86738669870101	-4,61979993184408
08.01.2013 23:02:40	09.01.2013 0:03:57	299504429,100098	0	7,63792238390306	7,4981972575988	-4,75044562599876
09.01.2013 0:03:57	09.01.2013 1:00:08	268334239,719971	0	6,94243901959999	6,82299312949908	-4,75614992777507
09.01.2013 1:00:08	09.01.2013 2:01:14	291188061,23999	0	7,59261011340277	7,45389702909597	-4,11921660105387
09.01.2013 2:01:14	09.01.2013 3:02:32	273057058,449951	0	7,41509452089667	7,28706453740597	-3,97198327382406
09.01.2013 3:02:32	09.01.2013 4:03:39	288754746,320068	0	7,38356599579856	7,24958463019721	-3,98996353149414
09.01.2013 4:03:39	09.01.2013 5:05:05	285510957,23999	0	7,19810110329854	7,06113839150203	-4,04303328196208
09.01.2013 5:05:05	09.01.2013 6:01:17	262403249,73999	0	6,51936705410481	6,39810091249819	-4,02703348795573
09.01.2013 6:01:17	09.01.2013 7:02:48	286972463,130127	0	7,03446419539978	6,90012794739596	-4,43928337097168
09.01.2013 7:02:48	09.01.2013 8:04:06	298313677,309814	0	7,22191107270191	7,0829339027041	-4,78117266568271
09.01.2013 8:04:06	09.01.2013 9:00:08	306888163,090088	0	7,09390544889902	6,95198482269916	-5,0570166905721
